Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Decorative Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Mazestone Mosaic
appliedenergistics2:facade:0, Cable Facade - Mazestone Border
appliedenergistics2:facade:0, Cable Facade - Hedge
appliedenergistics2:facade:0, Cable Facade - Uncrafting Table
appliedenergistics2:facade:0, Cable Facade - Nagastone Head
appliedenergistics2:facade:0, Cable Facade - Nagastone
appliedenergistics2:facade:0, Cable Facade - Timewood
appliedenergistics2:facade:0, Cable Facade - Transwood
appliedenergistics2:facade:0, Cable Facade - Minewood
appliedenergistics2:facade:0, Cable Facade - Sortingwood
appliedenergistics2:facade:0, Cable Facade - Timewood Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves of Transformation
appliedenergistics2:facade:0, Cable Facade - Miner's Leaves
appliedenergistics2:facade:0, Cable Facade - Sorting Leaves
appliedenergistics2:facade:0, Cable Facade - Timewood Clock
appliedenergistics2:facade:0, Cable Facade - Heart of Transformation
appliedenergistics2:facade:0, Cable Facade - Minewood Core
appliedenergistics2:facade:0, Cable Facade - Sortingwood Engine
appliedenergistics2:facade:0, Cable Facade - Towerwood Planks
appliedenergistics2:facade:0, Cable Facade - Encased Towerwood
appliedenergistics2:facade:0, Cable Facade - Cracked Towerwood
appliedenergistics2:facade:0, Cable Facade - Mossy Towerwood
appliedenergistics2:facade:0, Cable Facade - Infested Towerwood
appliedenergistics2:facade:0, Cable Facade - Reappearing Block
appliedenergistics2:facade:0, Cable Facade - Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Locked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Unlocked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Carminite Builder
appliedenergistics2:facade:0, Cable Facade - Anti-builder
appliedenergistics2:facade:0, Cable Facade - Ghast Trap
appliedenergistics2:facade:0, Cable Facade - Carminite Reactor
appliedenergistics2:facade:0, Cable Facade - Stronghold Shield
appliedenergistics2:facade:0, Cable Facade - Aurora Block
appliedenergistics2:facade:0, Cable Facade - Underbrick
appliedenergistics2:facade:0, Cable Facade - Mossy Underbrick
appliedenergistics2:facade:0, Cable Facade - Cracked Underbrick
appliedenergistics2:facade:0, Cable Facade - Underbrick Floor
appliedenergistics2:facade:0, Cable Facade - Thorn Leaves
appliedenergistics2:facade:0, Cable Facade - Beanstalk Leaves
appliedenergistics2:facade:0, Cable Facade - Weathered Deadrock
appliedenergistics2:facade:0, Cable Facade - Cracked Deadrock
appliedenergistics2:facade:0, Cable Facade - Deadrock
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Aurora Pillar
appliedenergistics2:facade:0, Cable Facade - Trollsteinn
appliedenergistics2:facade:0, Cable Facade - Wispy Cloud
appliedenergistics2:facade:0, Cable Facade - Fluffy Cloud
appliedenergistics2:facade:0, Cable Facade - Giant Cobblestone
appliedenergistics2:facade:0, Cable Facade - Giant Log
appliedenergistics2:facade:0, Cable Facade - Giant Leaves
appliedenergistics2:facade:0, Cable Facade - Giant Obsidian
appliedenergistics2:facade:0, Cable Facade - Huge Stalk
appliedenergistics2:facade:0, Cable Facade - Huge Mushgloom
appliedenergistics2:facade:0, Cable Facade - Castle Brick
appliedenergistics2:facade:0, Cable Facade - Worn Castle Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Castle Brick
appliedenergistics2:facade:0, Cable Facade - Castle Roof Tile
appliedenergistics2:facade:0, Cable Facade - Mossy Castle Brick
appliedenergistics2:facade:0, Cable Facade - Thick Castle Brick
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Tile
appliedenergistics2:facade:0, Cable Facade - Bold Castle Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Bold Castle Brick Tiles
appliedenergistics2:facade:0, Cable Facade - Pink Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Blue Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Violet Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Cinder Furnace [NYI]
appliedenergistics2:facade:0, Cable Facade - Cinder Log [NYI]
appliedenergistics2:facade:0, Cable Facade - Yellow Castle Door
appliedenergistics2:facade:0, Cable Facade - Violet Castle Door
appliedenergistics2:facade:0, Cable Facade - Pink Castle Door
appliedenergistics2:facade:0, Cable Facade - Blue Castle Door
appliedenergistics2:facade:0, Cable Facade - Block of Ironwood
appliedenergistics2:facade:0, Cable Facade - Block of Fiery Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steeleaf
appliedenergistics2:facade:0, Cable Facade - Block of Arctic Fur
appliedenergistics2:facade:0, Cable Facade - Block of Carminite
appliedenergistics2:facade:0, Cable Facade - Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Mossy Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Mossy Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Ruined Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Ruined Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Planks
appliedenergistics2:facade:0, Cable Facade - Canopy Planks
appliedenergistics2:facade:0, Cable Facade - Mangrove Planks
appliedenergistics2:facade:0, Cable Facade - Darkwood Planks
appliedenergistics2:facade:0, Cable Facade - Timewood Planks
appliedenergistics2:facade:0, Cable Facade - Transwood Planks
appliedenergistics2:facade:0, Cable Facade - Minewood Planks
appliedenergistics2:facade:0, Cable Facade - Sortingwood Planks
appliedenergistics2:facade:0, Cable Facade - Terrorcotta (Circular)
appliedenergistics2:facade:0, Cable Facade - Terrorcotta (Diagonal)
appliedenergistics2:facade:0, Cable Facade - tile.twilightforest.StonePillar.name
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Insulating Glass
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Strange Sand
appliedenergistics2:facade:0, Cable Facade - Fertile Soil
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Bone Ore
appliedenergistics2:facade:0, Cable Facade - Relic Ore
appliedenergistics2:facade:0, Cable Facade - Raw Khnumite
appliedenergistics2:facade:0, Cable Facade - Dirty Bone Block
appliedenergistics2:facade:0, Cable Facade - Limestone Gravel
appliedenergistics2:facade:0, Cable Facade - Marl
appliedenergistics2:facade:0, Cable Facade - Ra Stone
appliedenergistics2:facade:0, Cable Facade - Cracked Limestone
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Small Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Large Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Khnumite Block
appliedenergistics2:facade:0, Cable Facade - Khnumite Face
appliedenergistics2:facade:0, Cable Facade - Alabaster
appliedenergistics2:facade:0, Cable Facade - Smooth Alabaster
appliedenergistics2:facade:0, Cable Facade - Polished Alabaster Brick
appliedenergistics2:facade:0, Cable Facade - Carved Alabaster Brick
appliedenergistics2:facade:0, Cable Facade - Tiled Alabaster Brick
appliedenergistics2:facade:0, Cable Facade - Pillar Alabaster Brick
appliedenergistics2:facade:0, Cable Facade - Porphyry
appliedenergistics2:facade:0, Cable Facade - Smooth Porphyry
appliedenergistics2:facade:0, Cable Facade - Polished Porphyry Brick
appliedenergistics2:facade:0, Cable Facade - Carved Porphyry Brick
appliedenergistics2:facade:0, Cable Facade - Tiled Porphyry Brick
appliedenergistics2:facade:0, Cable Facade - Pillar Porphyry Brick
appliedenergistics2:facade:0, Cable Facade - White Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Orange Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Magenta Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Yellow Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Lime Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Pink Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Gray Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Silver Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Cyan Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Purple Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Blue Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Brown Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Green Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Red Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - Black Ceramic Tile Block
appliedenergistics2:facade:0, Cable Facade - White Linen
appliedenergistics2:facade:0, Cable Facade - Orange Linen
appliedenergistics2:facade:0, Cable Facade - Magenta Linen
appliedenergistics2:facade:0, Cable Facade - Light Blue Linen
appliedenergistics2:facade:0, Cable Facade - Yellow Linen
appliedenergistics2:facade:0, Cable Facade - Lime Linen
appliedenergistics2:facade:0, Cable Facade - Pink Linen
appliedenergistics2:facade:0, Cable Facade - Gray Linen
appliedenergistics2:facade:0, Cable Facade - Silver Linen
appliedenergistics2:facade:0, Cable Facade - Cyan Linen
appliedenergistics2:facade:0, Cable Facade - Purple Linen
appliedenergistics2:facade:0, Cable Facade - Blue Linen
appliedenergistics2:facade:0, Cable Facade - Brown Linen
appliedenergistics2:facade:0, Cable Facade - Green Linen
appliedenergistics2:facade:0, Cable Facade - Red Linen
appliedenergistics2:facade:0, Cable Facade - Black Linen
appliedenergistics2:facade:0, Cable Facade - Palm Planks
appliedenergistics2:facade:0, Cable Facade - Deadwood Planks
appliedenergistics2:facade:0, Cable Facade - Palm Wood
appliedenergistics2:facade:0, Cable Facade - Deadwood Log
appliedenergistics2:facade:0, Cable Facade - Palm Leaves
appliedenergistics2:facade:0, Cable Facade - Deadwood Leaves
appliedenergistics2:facade:0, Cable Facade - Ender Biotite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Biotite
appliedenergistics2:facade:0, Cable Facade - Chiseled Biotite Block
appliedenergistics2:facade:0, Cable Facade - Pillar Biotite Block
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Brimstone
appliedenergistics2:facade:0, Cable Facade - Brimstone Bricks
appliedenergistics2:facade:0, Cable Facade - Elder Prismarine
appliedenergistics2:facade:0, Cable Facade - Elder Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Glowcelium
appliedenergistics2:facade:0, Cable Facade - Glowshroom
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Lit Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Blaze Lantern
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Polished Sandstone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - White Stained Planks
appliedenergistics2:facade:0, Cable Facade - Terracotta Shingles
appliedenergistics2:facade:0, Cable Facade - White Terracotta Shingles
appliedenergistics2:facade:0, Cable Facade - Oak Bark
appliedenergistics2:facade:0, Cable Facade - Sturdy Stone
appliedenergistics2:facade:0, Cable Facade - Iron Plate
appliedenergistics2:facade:0, Cable Facade - Sandy Bricks
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Charred Nether Brick
appliedenergistics2:facade:0, Cable Facade - Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Midori Block
appliedenergistics2:facade:0, Cable Facade - Midori Pillar
appliedenergistics2:facade:0, Cable Facade - Magma Bricks
appliedenergistics2:facade:0, Cable Facade - Vertical Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Vertical White Stained Planks
appliedenergistics2:facade:0, Cable Facade - Duskbound Block
appliedenergistics2:facade:0, Cable Facade - Duskbound Lantern
appliedenergistics2:facade:0, Cable Facade - Granite Pavement
appliedenergistics2:facade:0, Cable Facade - Sugar Cane Block
appliedenergistics2:facade:0, Cable Facade - Snow Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Oak Wood
appliedenergistics2:facade:0, Cable Facade - Soul Sandstone
appliedenergistics2:facade:0, Cable Facade - Netherwrought Stone
appliedenergistics2:facade:0, Cable Facade - White Quilted Wool
appliedenergistics2:facade:0, Cable Facade - Sugar Block
appliedenergistics2:facade:0, Cable Facade - Red Slime Block
appliedenergistics2:facade:0, Cable Facade - Psidust Block
appliedenergistics2:facade:0, Cable Facade - Dense Construction Block
